event_id,sample_source,source_file,condition,driver_count,mentioned_driver_count,driver_coverage,review_language_flag,mentioned_drivers,eo_top_drivers_if_available,missing_drivers_if_available,narrative_excerpt,manual_category,manual_reviewer_note,detected_mentioned_eo_drivers,detected_omitted_eo_drivers,manual_reviewer_note_original
3513701,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,card2; TransactionDT; C13; C5; C1,,Risk band: LOW (score 0.006). Low risk fraud decision driven by recent transactions and card activity with moderate evidence strength and no data drift detected. Top risk-increasing drivers: TransactionDT. Top risk-decreasing drivers: card2. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions card2/TransactionDT; omits C13/C5/C1.,card2; TransactionDT,C13; C5; C1,"Narrative identifies TransactionDT and card2 with directional roles but omits C13, C5 and C1. Risk/action framing and no-drift context are preserved, so this is salience compression."
3518705,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D1; D3; D15; card2; C14,,"Risk band: LOW (score 0.015). Low fraud risk indicated by score and risk band; decision to allow transaction. Top risk-increasing drivers: D1, D3. Limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D1/D3; omits D15/card2/C14.,D1; D3,D15; card2; C14,"Narrative identifies D1 and D3 but omits D15, card2 and C14. Risk/action framing plus thin-file and low-evidence disclosures are preserved, so this is salience compression."
3519467,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionAmt; TransactionDT; C5; card1; D9,,"Risk band: LOW (score 0.027). Transaction assessed as low risk based on key factors including amount and timing, supporting an allow decision. Top risk-increasing drivers: TransactionAmt, TransactionDT. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionAmt/TransactionDT; omits C5/card1/D9.,TransactionAmt; TransactionDT,C5; card1; D9,"Narrative identifies TransactionAmt and TransactionDT, with broader reference to amount and timing, but omits C5, card1 and D9. Risk/action framing is preserved, so this is salience compression."
3519607,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C5; C6; card1; C1; D2,,Risk band: LOW (score 0.005). Low risk score with mixed driver impacts supports approval despite limited evidence. Top risk-increasing drivers: C6. Top risk-decreasing drivers: C5. limited evidence due to thin file and low evidence strength. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions C5/C6; omits card1/C1/D2.,C5; C6,card1; C1; D2,"Narrative identifies C6 and C5 with directional roles but omits card1, C1 and D2. Risk/action framing plus thin-file and low-evidence disclosures are preserved, so this is salience compression."
3523093,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C14; C5; C1; D1; card5,,"Risk band: LOW (score 0.002). Low risk score driven primarily by negative contributions from C14 and C5, with some positive influence from C1 and card5. Decision is to allow. Top risk-decreasing drivers: C14, C5. Limited evidence strength due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C14/C5/C1/card5; omits D1.,C14; C5; C1; card5,D1,"Narrative identifies C14, C5, C1 and card5 but omits D1. Risk/action framing and thin-file disclosure are preserved, so this is salience compression rather than full driver omission."
3523274,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C14; TransactionDT; C13; C5; addr1,,"Risk band: LOW (score 0.183). Low risk fraud assessment driven by indicators C14 and TransactionDT within normal data drift parameters. Top risk-increasing drivers: C14, TransactionDT. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C14/TransactionDT; omits C13/C5/addr1.,C14; TransactionDT,C13; C5; addr1,"Narrative identifies C14 and TransactionDT but omits C13, C5 and addr1. Risk/action framing and no-drift context are preserved, so this is salience compression."
3524686,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C5; D3; card5; C9; D5,,"Risk band: LOW (score 0.012). The fraud risk is low with key drivers C5 and D3 influencing the decision. Due to limited evidence, caution is advised. Top risk-increasing drivers: D3. Top risk-decreasing drivers: C5. limited evidence due to thin file flag or low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C5/D3; omits card5/C9/D5.,C5; D3,card5; C9; D5,"Mentions C5 and D3; omits card5, C9 and D5. Risk/action preserved; salience compression."
3525263,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionAmt; C5; D2; addr1; TransactionDT,,"Risk band: LOW (score 0.051). Low risk detected with minimal evidence due to limited user history. Top risk-increasing drivers: TransactionAmt, C5. limited evidence due to thin file or low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionAmt/C5; omits D2/addr1/TransactionDT.,TransactionAmt; C5,D2; addr1; TransactionDT,"Mentions TransactionAmt and C5; omits D2, addr1 and TransactionDT. Risk/action and caution preserved; salience compression."
3526396,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionDT; D3; C5; D15; C14,,"Risk band: LOW (score 0.004). Low risk score with positive signals from TransactionDT and C5, but limited evidence due to thin file flag and low evidence strength. Top risk-increasing drivers: TransactionDT, C5. limited evidence due to thin file flag and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionDT/C5; omits D3/D15/C14.,TransactionDT; C5,D3; D15; C14,Mentions TransactionDT and C5
3528718,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; C9; card2; C5; D15,,"Risk band: LOW (score 0.008). The model indicates low fraud risk driven by factors D2 and C9 among others, with a recommended action to allow. Top risk-increasing drivers: C9. Top risk-decreasing drivers: D2. limited evidence due to thin file or low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D2/C9; omits card2/C5/D15.,D2; C9,card2; C5; D15,"Mentions D2 and C9; omits card2, C5 and D15. Risk/action and caution preserved; salience compression."
3530014,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; C12; TransactionDT; D15; D10,,Risk band: LOW (score 0.015). Fraud risk is low based on key drivers including D2 and C12; limited evidence due to thin file flag and low evidence strength. Top risk-increasing drivers: C12. Top risk-decreasing drivers: D2. Limited evidence due to thin file flag and low evidence strength. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions D2/C12; omits TransactionDT/D15/D10.,D2; C12,TransactionDT; D15; D10,"Mentions D2 and C12; omits TransactionDT, D15 and D10. Risk/action and caution preserved; salience compression."
3532532,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,card2; C5; TransactionAmt; D2; D15,,"Risk band: LOW (score 0.006). The fraud risk is low based on key drivers primarily related to card2 and transaction amount, but with limited evidence due to a thin file and low evidence strength. Top risk-increasing drivers: card2, TransactionAmt. Top risk-decreasing drivers: C5. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions card2/C5/TransactionAmt/D2; omits D15.,card2; C5; TransactionAmt; D2,D15,"Mentions card2, TransactionAmt and C5; omits D2 and D15. Risk/action and caution preserved; salience compression."
3532787,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionDT; D15; C5; TransactionAmt; C13,,"Risk band: LOW (score 0.006). The transaction is low risk with key drivers including TransactionDT and D15. Limited evidence is available due to thin file status, but no drift concerns are present. Top risk-increasing drivers: TransactionDT. Top risk-decreasing drivers: D15. limited evidence due to thin file flag. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionDT/D15; omits C5/TransactionAmt/C13.,TransactionDT; D15,C5; TransactionAmt; C13,"Mentions TransactionDT and D15; omits C5, TransactionAmt and C13. Risk/action and caution preserved; salience compression."
3532949,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C5; card2; dist1; C2; D15,,"Risk band: LOW (score 0.012). The decision to allow is based on a low fraud risk score with contributions primarily from drivers C5 and card2. Despite a thin file and low evidence strength, the overall risk remains low and there is no significant feature drift. Top risk-increasing drivers: C5, card2. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C5/card2; omits dist1/C2/D15.,C5; card2,dist1; C2; D15,Mentions C5/card2; omits rest. Salience compression.
3532960,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D3; D15; card1; C5; dist1,,Risk band: LOW (score 0.031). Fraud risk is low with mixed driver signals; limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: D3. Top risk-decreasing drivers: D15. limited evidence due to thin file and low evidence strength. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions D3/D15; omits card1/C5/dist1.,D3; D15,card1; C5; dist1,Mentions D3/D15; omits card1
3533235,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; TransactionAmt; C5; C13; D3,,"Risk band: LOW (score 0.088). Low fraud risk detected with positive contributions from D2 and TransactionAmt among others. Limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: D2, TransactionAmt. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D2/TransactionAmt; omits C5/C13/D3.,D2; TransactionAmt,C5; C13; D3,Mentions D2/TransactionAmt; omits C5/C13/D3. Salience compression.
3535386,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C5; card5; TransactionAmt; D2; D15,,"Risk band: LOW (score 0.001). The risk score is low with primary negative drivers C5, card5, and TransactionAmt indicating low fraud risk. However, the thin file flag and low evidence strength warrant caution. Top risk-decreasing drivers: C5, card5, TransactionAmt. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C5/card5/TransactionAmt; omits D2/D15.,C5; card5; TransactionAmt,D2; D15,Mentions C5/card5/TransactionAmt; omits D2/D15. Salience compression.
3541573,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionAmt; TransactionDT; D3; D4; C5,,"Risk band: LOW (score 0.012). The transaction is assessed as low risk with positive and negative driver influences noted. Limited evidence is available due to a thin file and low evidence strength. Top risk-increasing drivers: TransactionAmt, TransactionDT. Limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionAmt/TransactionDT; omits D3/D4/C5.,TransactionAmt; TransactionDT,D3; D4; C5,Mentions TransactionAmt/TransactionDT; omits D3/D4/C5. Salience compression.
3541765,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionDT; C5; card2; C13; C1,,"Risk band: LOW (score 0.008). The transaction is low risk with a score of 0.0084, driven primarily by TransactionDT and C5, among others. Despite low evidence strength and a thin file flag, the recommendation is to allow. Top risk-increasing drivers: TransactionDT, C5. limited evidence due to thin file flag and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionDT/C5; omits card2/C13/C1.,TransactionDT; C5,card2; C13; C1,Mentions TD/C5; omits card2/C13/C1.
3543957,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; D3; D1; card2; D15,,"Risk band: LOW (score 0.031). Low risk score with primary drivers D2, D3, and D1; limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: D3, D1. Top risk-decreasing drivers: D2. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D2/D3/D1; omits card2/D15.,D2; D3; D1,card2; D15,D2/D3/D1 only; omits card2/D15.
3552243,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C14; TransactionDT; C5; addr1; D15,,"Risk band: LOW (score 0.024). Low risk score with predominantly positive driver influence; limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: C14, TransactionDT, C5. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C14/TransactionDT/C5; omits addr1/D15.,C14; TransactionDT; C5,addr1; D15,C14/TD/C5 only; omits addr1/D15.
3553003,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; C5; card1; C11; card2,,"Risk band: LOW (score 0.022). Low risk score driven mostly by factors D2 and C5 coupled with thin file and weak evidence indicators suggests allowance. Top risk-increasing drivers: D2, C5. Limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D2/C5; omits card1/C11/card2.,D2; C5,card1; C11; card2,D2/C5 only; omits card1/C11/card2.
3553313,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionDT; C5; D10; D11; D4,,"Risk band: LOW (score 0.023). Low risk score with key drivers indicating normal transaction patterns; limited evidence due to thin file. Top risk-increasing drivers: TransactionDT, C5. limited evidence due to thin file. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionDT/C5; omits D10/D11/D4.,TransactionDT; C5,D10; D11; D4,TD/C5 only; omits D10/D11/D4
3556098,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C14; C5; TransactionDT; D15; D10,,"Risk band: LOW (score 0.028). Low risk score with positive contributions from key drivers; limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: C14, C5. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C14/C5; omits TransactionDT/D15/D10.,C14; C5,TransactionDT; D15; D10,C14/C5 only; omits TD/D15/D10
3558309,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C5; TransactionAmt; D2; D1; card1,,Risk band: LOW (score 0.002). Fraud risk is low with key drivers indicating minimal concern. Limited evidence due to thin file status and low evidence strength. Top risk-increasing drivers: TransactionAmt. Top risk-decreasing drivers: C5. limited evidence due to thin file flag and low evidence strength. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions C5/TransactionAmt; omits D2/D1/card1.,C5; TransactionAmt,D2; D1; card1,C5/TransactionAmt only; omits
3560775,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,TransactionDT; C5; addr1; C13; D10,,"Risk band: LOW (score 0.011). Low risk score with key drivers indicating minimal fraud risk; limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: TransactionDT, C5, addr1. limited evidence due to thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions TransactionDT/C5/addr1; omits C13/D10.,TransactionDT; C5; addr1,C13; D10,TD/C5/addr1 only; omits C13/D10.
3564551,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,C1; C9; C5; C6; D3,,"Risk band: LOW (score 0.042). Low risk score with positive contributions from drivers C1, C9, and D3. Limited evidence due to thin file and low evidence strength. Top risk-increasing drivers: C1, C9, D3. Limited evidence: thin file and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions C1/C9/D3; omits C5/C6.,C1; C9; D3,C5; C6,C1/C9/D3 only; omits C5/C6.
3565097,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,D2; D1; C5; card2; D3,,"Risk band: LOW (score 0.006). Low risk flagged with limited evidence due to thin file and low evidence strength; top drivers indicate mixed directions with D2 and D3 negative and D1 positive. Top risk-increasing drivers: D1. Top risk-decreasing drivers: D2, D3. limited evidence due to thin file flag and low evidence strength. Recommended action: allow.",C_SALIENCE_COMPRESSION,Mentions D2/D1/D3; omits C5/card2.,D2; D1; D3,C5; card2,D1/D2/D3 only; omits C5/card2.
3565312,20k robustness audit,/workspaces/miniature-fishstick/artifacts/baselines/lgbm_numeric_v1_subsample/llm_20000_robustness/llm_20000_attempt_audit.jsonl,constrained_20k,,,,False,,card2; TransactionDT; C5; D15; card1,,Risk band: LOW (score 0.003). The transaction shows low risk with key factors including card usage and transaction timing. Limited evidence is present due to thin file and low evidence strength. Top risk-increasing drivers: TransactionDT. Top risk-decreasing drivers: card2. limited evidence due to thin file and low evidence strength. Recommended action: allow.,C_SALIENCE_COMPRESSION,Mentions card2/TransactionDT; omits C5/D15/card1.,card2; TransactionDT,C5; D15; card1,TD/card2 only; omits C5/D15/
